class;cap-shape;cap-surface;cap-color;bruises;gill-spacing;gill-size;gill-color;stalk-shape;stalk-root;stalk-surface-above-ring;stalk-surface-below-ring;stalk-color-above-ring;stalk-color-below-ring;veil-color;spore-print-color;population;habitat
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;pink;white;white;white;several;paths
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;paths
edible;bell;fibrous;gray;no;crowded;broad;pink;enlarging;?;smooth;silky;white;white;white;white;scattered;grasses
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;silky;smooth;white;white;white;white;several;paths
poisonous;knobbed;smooth;brown;no;close;narrow;buff;tapering;?;silky;smooth;white;pink;white;white;several;paths
edible;bell;smooth;brown;no;close;broad;orange;enlarging;?;smooth;smooth;orange;orange;brown;yellow;several;leaves
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;smooth;smooth;pink;pink;white;white;several;woods
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;woods
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;smooth;silky;white;pink;white;white;several;woods
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;pink;pink;white;white;several;woods
poisonous;knobbed;scaly;cinnamon;no;close;broad;white;enlarging;club;silky;scaly;cinnamon;cinnamon;white;white;clustered;woods
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;leaves
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;silky;silky;white;pink;white;white;several;paths
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;silky;silky;pink;pink;white;white;several;leaves
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;smooth;silky;white;white;white;white;several;woods
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;woods
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;smooth;smooth;pink;white;white;white;several;leaves
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;smooth;silky;pink;white;white;white;several;woods
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;woods
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;silky;smooth;pink;pink;white;white;several;paths
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;smooth;silky;pink;pink;white;white;several;leaves
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;smooth;silky;white;pink;white;white;several;woods
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;smooth;silky;pink;white;white;white;several;leaves
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;leaves
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;silky;smooth;pink;pink;white;white;several;paths
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;leaves
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;pink;white;white;white;several;paths
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;paths
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;pink;pink;white;white;several;woods
poisonous;knobbed;scaly;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;paths
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;leaves
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;smooth;smooth;pink;white;white;white;several;woods
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;woods
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;leaves
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;smooth;silky;pink;white;white;white;several;woods
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;silky;silky;white;pink;white;white;several;paths
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;smooth;silky;white;pink;white;white;several;woods
poisonous;knobbed;smooth;brown;no;close;narrow;buff;tapering;?;smooth;silky;pink;white;white;white;several;paths
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;woods
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;woods
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;smooth;silky;pink;pink;white;white;several;paths
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;smooth;silky;pink;pink;white;white;several;leaves
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;silky;smooth;pink;white;white;white;several;woods
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;white;pink;white;white;several;leaves
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;smooth;silky;white;white;white;white;several;woods
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;silky;smooth;white;white;white;white;several;woods
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;smooth;silky;pink;pink;white;white;several;paths
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;smooth;smooth;pink;pink;white;white;several;woods
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;woods
poisonous;knobbed;scaly;brown;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;leaves
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;silky;smooth;white;white;white;white;several;paths
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;smooth;silky;pink;white;white;white;several;paths
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;pink;pink;white;white;several;leaves
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;smooth;silky;white;white;white;white;several;leaves
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;smooth;silky;pink;white;white;white;several;paths
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;smooth;silky;white;white;white;white;several;woods
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;smooth;smooth;pink;white;white;white;several;woods
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;pink;pink;white;white;several;paths
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;smooth;silky;white;pink;white;white;several;paths
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;silky;smooth;white;pink;white;white;several;paths
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;smooth;silky;pink;white;white;white;several;paths
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;smooth;smooth;pink;pink;white;white;several;woods
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;smooth;silky;white;white;white;white;several;woods
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;smooth;silky;pink;white;white;white;several;leaves
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;silky;smooth;white;white;white;white;several;leaves
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;pink;pink;white;white;several;woods
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;smooth;silky;white;pink;white;white;several;leaves
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;smooth;silky;pink;pink;white;white;several;paths
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;pink;white;white;several;paths
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;leaves
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;white;pink;white;white;several;woods
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;smooth;smooth;pink;white;white;white;several;leaves
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;white;white;white;white;several;leaves
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;silky;smooth;white;pink;white;white;several;leaves
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;white;white;white;white;several;woods
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;smooth;silky;pink;pink;white;white;several;woods
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;silky;silky;white;pink;white;white;several;leaves
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;white;pink;white;white;several;paths
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;pink;pink;white;white;several;woods
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;paths
poisonous;knobbed;scaly;brown;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;leaves
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;leaves
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;smooth;smooth;pink;pink;white;white;several;leaves
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;paths
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;woods
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;pink;pink;white;white;several;woods
edible;convex;fibrous;gray;no;crowded;broad;gray;enlarging;?;silky;silky;white;white;white;white;scattered;grasses
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;smooth;silky;white;white;white;white;several;paths
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;smooth;silky;pink;pink;white;white;several;leaves
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;smooth;smooth;pink;pink;white;white;several;paths
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;smooth;silky;white;white;white;white;several;leaves
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;white;white;white;white;several;leaves
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;white;white;white;white;several;leaves
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;silky;smooth;white;white;white;white;several;woods
edible;bell;fibrous;gray;no;crowded;broad;white;enlarging;?;smooth;smooth;white;white;white;white;scattered;grasses
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;silky;smooth;white;pink;white;white;several;woods
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;smooth;silky;pink;pink;white;white;several;woods
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;smooth;smooth;pink;pink;white;white;several;woods
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;smooth;silky;pink;white;white;white;several;leaves
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;smooth;silky;white;pink;white;white;several;woods
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;silky;smooth;pink;white;white;white;several;woods
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;leaves
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;smooth;silky;pink;pink;white;white;several;woods
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;smooth;smooth;pink;white;white;white;several;woods
edible;knobbed;fibrous;gray;no;crowded;broad;pink;enlarging;?;silky;smooth;white;white;white;white;scattered;grasses
edible;bell;smooth;brown;no;close;broad;yellow;enlarging;?;smooth;smooth;orange;orange;brown;orange;clustered;leaves
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;leaves
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;smooth;smooth;pink;white;white;white;several;paths
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;smooth;smooth;pink;pink;white;white;several;leaves
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;white;white;white;white;several;leaves
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;smooth;smooth;pink;white;white;white;several;leaves
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;smooth;smooth;pink;pink;white;white;several;woods
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;smooth;smooth;pink;pink;white;white;several;paths
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;leaves
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;silky;silky;white;pink;white;white;several;leaves
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;smooth;silky;white;white;white;white;several;woods
edible;convex;fibrous;white;no;crowded;broad;gray;enlarging;?;smooth;silky;white;white;white;white;numerous;grasses
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;smooth;smooth;pink;pink;white;white;several;paths
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;pink;white;white;white;several;leaves
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;silky;smooth;pink;pink;white;white;several;woods
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;silky;smooth;pink;pink;white;white;several;leaves
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;woods
poisonous;knobbed;scaly;brown;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;woods
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;silky;silky;white;pink;white;white;several;paths
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;pink;white;white;several;paths
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;smooth;smooth;pink;white;white;white;several;paths
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;smooth;silky;white;white;white;white;several;woods
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;smooth;silky;white;white;white;white;several;leaves
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;smooth;smooth;pink;white;white;white;several;woods
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;leaves
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;pink;white;white;several;woods
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;white;pink;white;white;several;leaves
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;smooth;silky;white;pink;white;white;several;paths
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;smooth;silky;pink;pink;white;white;several;leaves
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;pink;white;white;several;leaves
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;smooth;smooth;pink;pink;white;white;several;woods
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;leaves
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;leaves
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;leaves
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;leaves
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;silky;smooth;pink;pink;white;white;several;paths
poisonous;knobbed;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;leaves
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;leaves
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;pink;pink;white;white;several;paths
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;smooth;silky;white;white;white;white;several;paths
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;smooth;silky;white;white;white;white;several;leaves
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;woods
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;pink;white;white;several;leaves
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;silky;silky;pink;pink;white;white;several;woods
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;smooth;silky;pink;pink;white;white;several;leaves
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;paths
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;smooth;silky;pink;white;white;white;several;woods
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;pink;white;white;white;several;leaves
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;paths
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;paths
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;paths
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;paths
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;leaves
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;pink;pink;white;white;several;woods
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;paths
poisonous;knobbed;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;white;pink;white;white;several;leaves
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;woods
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;smooth;smooth;pink;pink;white;white;several;paths
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;pink;pink;white;white;several;leaves
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;pink;white;white;several;leaves
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;smooth;smooth;pink;pink;white;white;several;paths
poisonous;knobbed;scaly;brown;no;close;narrow;buff;tapering;?;silky;silky;pink;pink;white;white;several;paths
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;white;pink;white;white;several;woods
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;pink;white;white;several;leaves
edible;convex;smooth;gray;no;crowded;broad;white;enlarging;?;silky;smooth;white;white;white;white;numerous;grasses
poisonous;knobbed;scaly;brown;no;close;narrow;buff;tapering;?;silky;smooth;pink;white;white;white;several;woods
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;silky;smooth;white;pink;white;white;several;paths
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;smooth;silky;white;pink;white;white;several;paths
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;smooth;smooth;white;pink;white;white;several;paths
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;paths
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;smooth;silky;pink;white;white;white;several;leaves
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;leaves
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;white;pink;white;white;several;paths
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;silky;smooth;white;white;white;white;several;leaves
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;smooth;smooth;pink;white;white;white;several;paths
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;silky;smooth;white;pink;white;white;several;paths
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;pink;pink;white;white;several;leaves
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;paths
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;pink;white;white;several;woods
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;silky;smooth;white;white;white;white;several;paths
poisonous;knobbed;scaly;red;no;close;narrow;buff;tapering;?;smooth;smooth;pink;white;white;white;several;paths
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;paths
poisonous;knobbed;scaly;red;no;close;narrow;buff;tapering;?;silky;smooth;white;white;white;white;several;woods
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;leaves
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;smooth;silky;white;white;white;white;several;leaves
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;leaves
edible;bell;smooth;brown;no;close;broad;brown;enlarging;?;smooth;smooth;orange;orange;orange;orange;clustered;leaves
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;smooth;silky;white;white;white;white;several;woods
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;silky;smooth;pink;white;white;white;several;leaves
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;silky;silky;white;pink;white;white;several;woods
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;woods
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;paths
poisonous;knobbed;scaly;brown;no;close;broad;white;enlarging;club;silky;scaly;cinnamon;cinnamon;white;white;clustered;woods
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;paths
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;leaves
poisonous;knobbed;scaly;brown;no;close;narrow;buff;tapering;?;silky;smooth;white;pink;white;white;several;woods
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;pink;white;white;several;paths
edible;knobbed;smooth;white;no;crowded;broad;gray;enlarging;?;silky;silky;white;white;white;white;scattered;grasses
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;silky;smooth;pink;pink;white;white;several;leaves
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;smooth;silky;pink;white;white;white;several;woods
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;smooth;smooth;pink;white;white;white;several;paths
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;silky;silky;white;pink;white;white;several;woods
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;leaves
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;paths
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;white;pink;white;white;several;woods
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;silky;smooth;pink;pink;white;white;several;paths
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;smooth;silky;pink;pink;white;white;several;paths
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;smooth;silky;pink;pink;white;white;several;leaves
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;smooth;silky;white;white;white;white;several;leaves
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;white;pink;white;white;several;woods
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;silky;smooth;pink;white;white;white;several;woods
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;pink;white;white;several;paths
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;silky;smooth;pink;white;white;white;several;leaves
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;leaves
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;silky;smooth;white;pink;white;white;several;woods
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;silky;silky;white;pink;white;white;several;woods
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;pink;pink;white;white;several;leaves
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;white;white;white;white;several;paths
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;silky;silky;pink;pink;white;white;several;leaves
poisonous;flat;scaly;brown;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;woods
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;woods
edible;knobbed;fibrous;gray;no;crowded;broad;white;enlarging;?;silky;silky;white;white;white;white;numerous;grasses
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;smooth;silky;pink;pink;white;white;several;woods
poisonous;knobbed;scaly;brown;no;close;narrow;buff;tapering;?;smooth;silky;pink;pink;white;white;several;woods
poisonous;knobbed;scaly;brown;no;close;narrow;buff;tapering;?;smooth;silky;white;white;white;white;several;woods
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;smooth;smooth;pink;pink;white;white;several;paths
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;white;pink;white;white;several;leaves
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;silky;smooth;pink;pink;white;white;several;leaves
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;smooth;silky;white;white;white;white;several;paths
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;white;white;white;white;several;paths
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;smooth;smooth;pink;white;white;white;several;woods
poisonous;flat;scaly;red;no;close;narrow;buff;tapering;?;smooth;silky;pink;pink;white;white;several;paths
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;smooth;silky;pink;white;white;white;several;leaves
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;smooth;silky;pink;pink;white;white;several;paths
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;pink;pink;white;white;several;paths
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;silky;silky;pink;pink;white;white;several;woods
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;silky;smooth;pink;white;white;white;several;paths
edible;convex;smooth;brown;no;close;broad;brown;enlarging;?;smooth;smooth;orange;orange;orange;yellow;several;leaves
poisonous;knobbed;smooth;brown;no;close;narrow;buff;tapering;?;silky;silky;white;pink;white;white;several;paths
poisonous;flat;smooth;brown;no;close;narrow;buff;tapering;?;smooth;smooth;pink;white;white;white;several;leaves
poisonous;knobbed;scaly;red;no;close;narrow;buff;tapering;?;silky;smooth;white;white;white;white;several;paths
edible;convex;scaly;cinnamon;bruises;close;broad;white;enlarging;bulbous;smooth;smooth;white;white;white;white;solitary;paths
edible;bell;smooth;brown;no;close;broad;brown;enlarging;?;smooth;smooth;orange;orange;brown;yellow;clustered;leaves
edible;knobbed;smooth;gray;no;crowded;broad;white;enlarging;?;smooth;silky;white;white;white;white;numerous;grasses
edible;convex;fibrous;gray;no;crowded;broad;gray;enlarging;?;smooth;silky;white;white;white;white;scattered;grasses
poisonous;convex;smooth;brown;no;close;narrow;buff;tapering;?;smooth;silky;white;pink;white;white;several;woods
poisonous;knobbed;scaly;red;no;close;narrow;buff;tapering;?;smooth;smooth;white;white;white;white;several;paths
edible;convex;smooth;brown;no;close;broad;orange;enlarging;?;smooth;smooth;orange;orange;brown;orange;clustered;leaves
poisonous;knobbed;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;woods
poisonous;bell;scaly;yellow;no;crowded;narrow;yellow;enlarging;club;scaly;scaly;yellow;yellow;yellow;white;clustered;leaves
poisonous;convex;smooth;red;no;close;narrow;buff;tapering;?;silky;smooth;white;white;white;white;several;woods
edible;bell;smooth;gray;no;crowded;broad;gray;enlarging;?;silky;silky;white;white;white;white;numerous;grasses
poisonous;knobbed;scaly;red;no;close;narrow;buff;tapering;?;smooth;silky;white;pink;white;white;several;paths
poisonous;knobbed;smooth;red;no;close;narrow;buff;tapering;?;smooth;silky;pink;pink;white;white;several;paths
poisonous;flat;smooth;red;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;woods
