class;cap-shape;cap-surface;cap-color;bruises;gill-spacing;stalk-shape;stalk-root;stalk-color-above-ring;stalk-color-below-ring;veil-color;population;habitat
edible;knobbed;scaly;pink;bruises;close;enlarging;?;red;red;white;clustered;waste
edible;knobbed;smooth;pink;bruises;close;enlarging;?;white;white;white;clustered;waste
edible;convex;scaly;red;bruises;close;enlarging;?;white;red;white;clustered;waste
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;pink;buff;white;several;paths
edible;knobbed;scaly;red;bruises;close;enlarging;?;red;white;white;clustered;waste
edible;flat;scaly;green;no;close;enlarging;?;white;white;white;several;woods
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;pink;pink;white;solitary;grasses
poisonous;conical;scaly;white;bruises;crowded;enlarging;bulbous;white;white;white;clustered;leaves
poisonous;convex;scaly;red;no;close;tapering;?;white;pink;white;several;leaves
edible;convex;scaly;pink;bruises;close;enlarging;?;red;white;white;clustered;waste
edible;convex;scaly;pink;bruises;close;enlarging;?;white;red;white;clustered;waste
edible;convex;scaly;buff;bruises;close;enlarging;?;white;white;white;clustered;waste
poisonous;bell;smooth;pink;bruises;close;enlarging;bulbous;white;white;white;several;meadows
edible;convex;scaly;brown;bruises;close;enlarging;?;white;white;white;clustered;waste
edible;convex;scaly;brown;bruises;close;enlarging;?;white;red;white;clustered;waste
edible;flat;scaly;brown;no;crowded;enlarging;bulbous;white;brown;white;several;leaves
edible;convex;smooth;pink;bruises;close;enlarging;?;red;white;white;clustered;waste
poisonous;flat;smooth;white;bruises;close;enlarging;bulbous;white;white;white;several;grasses
poisonous;convex;scaly;red;no;close;tapering;?;white;pink;white;several;paths
poisonous;bell;smooth;white;bruises;close;enlarging;bulbous;white;white;white;several;grasses
edible;convex;scaly;buff;bruises;close;enlarging;?;red;red;white;clustered;waste
poisonous;bell;scaly;buff;bruises;close;enlarging;bulbous;white;white;white;several;grasses
poisonous;flat;scaly;white;bruises;close;enlarging;bulbous;white;white;white;several;grasses
poisonous;flat;scaly;yellow;no;close;enlarging;?;white;brown;white;several;woods
edible;flat;smooth;buff;bruises;close;enlarging;?;red;red;white;clustered;waste
edible;flat;scaly;pink;bruises;close;enlarging;?;red;white;white;clustered;waste
edible;knobbed;smooth;red;bruises;close;enlarging;?;red;red;white;clustered;waste
edible;convex;scaly;brown;bruises;close;enlarging;?;red;red;white;clustered;waste
poisonous;convex;fibrous;brown;no;close;enlarging;?;white;yellow;white;several;woods
edible;flat;scaly;red;bruises;close;enlarging;?;red;red;white;clustered;waste
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;buff;buff;white;solitary;grasses
edible;flat;scaly;pink;bruises;close;enlarging;?;white;white;white;clustered;waste
poisonous;flat;fibrous;yellow;no;close;enlarging;?;white;brown;white;several;woods
poisonous;knobbed;groovesmooth;white;bruises;crowded;enlarging;bulbous;white;white;white;clustered;leaves
edible;knobbed;smooth;red;bruises;close;enlarging;?;white;white;white;clustered;waste
edible;knobbed;smooth;buff;bruises;close;enlarging;?;red;red;white;clustered;waste
edible;knobbed;scaly;buff;bruises;close;enlarging;?;white;white;white;clustered;waste
poisonous;flat;scaly;brown;no;close;enlarging;?;white;yellow;white;several;woods
poisonous;convex;scaly;yellow;no;close;enlarging;?;white;yellow;white;several;woods
edible;flat;smooth;red;bruises;close;enlarging;?;red;red;white;clustered;waste
edible;convex;smooth;red;bruises;close;enlarging;?;red;red;white;clustered;waste
edible;knobbed;scaly;brown;bruises;close;enlarging;?;red;red;white;clustered;waste
poisonous;bell;scaly;yellow;no;close;enlarging;?;white;brown;white;several;woods
poisonous;bell;fibrous;brown;no;close;enlarging;?;white;brown;white;several;woods
poisonous;knobbed;fibrous;brown;no;close;enlarging;?;white;yellow;white;several;woods
poisonous;flat;smooth;red;no;close;tapering;?;pink;pink;white;several;woods
poisonous;convex;smooth;brown;no;close;tapering;?;white;white;white;several;paths
poisonous;flat;scaly;brown;no;close;tapering;?;white;white;white;several;paths
poisonous;flat;scaly;red;no;close;tapering;?;pink;pink;white;several;woods
poisonous;knobbed;scaly;brown;no;close;tapering;?;pink;pink;white;several;leaves
poisonous;flat;scaly;red;no;close;tapering;?;white;white;white;several;paths
poisonous;convex;smooth;red;no;close;tapering;?;pink;white;white;several;leaves
poisonous;flat;scaly;brown;no;close;tapering;?;pink;pink;white;several;paths
poisonous;flat;scaly;red;no;close;tapering;?;pink;white;white;several;woods
poisonous;convex;smooth;red;no;close;tapering;?;white;pink;white;several;leaves
poisonous;convex;smooth;brown;no;close;tapering;?;pink;pink;white;several;leaves
poisonous;flat;smooth;red;no;close;tapering;?;pink;white;white;several;woods
poisonous;flat;smooth;red;no;close;tapering;?;white;pink;white;several;leaves
poisonous;flat;scaly;red;no;close;tapering;?;pink;pink;white;several;paths
poisonous;flat;scaly;brown;no;close;tapering;?;pink;white;white;several;paths
poisonous;knobbed;smooth;brown;no;close;tapering;?;pink;pink;white;several;paths
poisonous;convex;smooth;brown;no;close;tapering;?;white;white;white;several;leaves
poisonous;flat;scaly;red;no;close;tapering;?;white;white;white;several;leaves
poisonous;knobbed;smooth;red;no;close;tapering;?;pink;pink;white;several;paths
poisonous;flat;smooth;red;no;close;tapering;?;white;white;white;several;woods
poisonous;flat;smooth;brown;no;close;tapering;?;white;white;white;several;leaves
poisonous;flat;smooth;brown;no;close;tapering;?;white;white;white;several;paths
poisonous;flat;scaly;red;no;close;tapering;?;white;pink;white;several;paths
poisonous;flat;smooth;red;no;close;tapering;?;white;white;white;several;paths
poisonous;convex;smooth;brown;no;close;tapering;?;white;white;white;several;woods
poisonous;flat;scaly;brown;no;close;tapering;?;white;pink;white;several;paths
poisonous;flat;scaly;brown;no;close;tapering;?;pink;white;white;several;leaves
edible;bell;smooth;brown;no;close;enlarging;?;orange;orange;brown;clustered;leaves
poisonous;flat;smooth;brown;no;close;tapering;?;pink;pink;white;several;woods
edible;convex;smooth;brown;no;close;enlarging;?;orange;orange;brown;several;leaves
poisonous;convex;smooth;brown;no;close;tapering;?;pink;pink;white;several;woods
poisonous;flat;smooth;brown;no;close;tapering;?;white;pink;white;several;woods
poisonous;flat;scaly;red;no;close;tapering;?;white;white;white;several;woods
poisonous;flat;smooth;brown;no;close;tapering;?;white;white;white;several;woods
poisonous;flat;smooth;brown;no;close;tapering;?;pink;white;white;several;paths
poisonous;flat;scaly;red;no;close;tapering;?;white;pink;white;several;woods
poisonous;flat;smooth;red;no;close;tapering;?;pink;pink;white;several;leaves
poisonous;convex;smooth;red;no;close;tapering;?;white;pink;white;several;woods
poisonous;knobbed;smooth;red;no;close;tapering;?;white;pink;white;several;leaves
poisonous;knobbed;smooth;brown;no;close;tapering;?;white;pink;white;several;leaves
poisonous;flat;scaly;brown;no;close;tapering;?;pink;white;white;several;woods
poisonous;convex;smooth;red;no;close;tapering;?;pink;pink;white;several;leaves
poisonous;flat;smooth;red;no;close;tapering;?;white;pink;white;several;paths
poisonous;convex;smooth;brown;no;close;tapering;?;pink;white;white;several;paths
edible;convex;fibrous;white;no;crowded;enlarging;?;white;white;white;numerous;grasses
poisonous;convex;smooth;red;no;close;tapering;?;pink;white;white;several;woods
poisonous;flat;smooth;brown;no;close;tapering;?;pink;white;white;several;leaves
poisonous;flat;smooth;brown;no;close;tapering;?;pink;pink;white;several;leaves
poisonous;convex;smooth;red;no;close;tapering;?;pink;pink;white;several;woods
poisonous;flat;smooth;brown;no;close;tapering;?;white;pink;white;several;leaves
poisonous;flat;scaly;red;no;close;tapering;?;pink;white;white;several;leaves
poisonous;knobbed;scaly;brown;no;close;tapering;?;white;pink;white;several;leaves
poisonous;flat;scaly;brown;no;close;tapering;?;pink;pink;white;several;woods
poisonous;flat;smooth;brown;no;close;tapering;?;pink;white;white;several;woods
poisonous;flat;scaly;brown;no;close;tapering;?;white;pink;white;several;leaves
poisonous;flat;scaly;brown;no;close;tapering;?;pink;pink;white;several;leaves
poisonous;flat;smooth;red;no;close;tapering;?;pink;white;white;several;leaves
poisonous;flat;smooth;brown;no;close;tapering;?;white;pink;white;several;paths
poisonous;flat;scaly;brown;no;close;tapering;?;white;white;white;several;woods
poisonous;convex;smooth;brown;no;close;tapering;?;pink;pink;white;several;paths
poisonous;convex;smooth;red;no;close;tapering;?;white;pink;white;several;paths
poisonous;flat;smooth;red;no;close;tapering;?;white;white;white;several;leaves
poisonous;convex;smooth;brown;no;close;tapering;?;white;pink;white;several;leaves
poisonous;knobbed;smooth;red;no;close;tapering;?;pink;white;white;several;paths
edible;convex;smooth;cinnamon;bruises;close;enlarging;bulbous;white;white;white;several;paths
poisonous;convex;smooth;brown;no;close;tapering;?;pink;white;white;several;leaves
poisonous;convex;smooth;brown;no;close;tapering;?;white;pink;white;several;woods
poisonous;knobbed;smooth;red;no;close;tapering;?;white;white;white;several;paths
edible;bell;fibrous;white;no;crowded;enlarging;?;white;white;white;numerous;grasses
poisonous;flat;scaly;red;no;close;tapering;?;white;pink;white;several;leaves
edible;knobbed;fibrous;white;no;crowded;enlarging;?;white;white;white;scattered;grasses
poisonous;flat;smooth;brown;no;close;tapering;?;pink;pink;white;several;paths
poisonous;convex;smooth;brown;no;close;tapering;?;white;pink;white;several;paths
poisonous;knobbed;smooth;brown;no;close;tapering;?;white;pink;white;several;woods
poisonous;convex;smooth;red;no;close;tapering;?;white;white;white;several;woods
poisonous;convex;smooth;brown;no;close;tapering;?;pink;white;white;several;woods
poisonous;flat;smooth;red;no;close;tapering;?;pink;white;white;several;paths
poisonous;knobbed;smooth;brown;no;close;tapering;?;pink;white;white;several;paths
poisonous;flat;scaly;brown;no;close;tapering;?;white;white;white;several;leaves
poisonous;flat;scaly;red;no;close;tapering;?;pink;pink;white;several;leaves
poisonous;knobbed;scaly;red;no;close;tapering;?;white;white;white;several;woods
poisonous;flat;scaly;red;no;close;tapering;?;pink;white;white;several;paths
poisonous;knobbed;scaly;brown;no;close;tapering;?;white;pink;white;several;woods
poisonous;convex;smooth;red;no;close;tapering;?;pink;pink;white;several;paths
edible;bell;smooth;gray;no;crowded;enlarging;?;white;white;white;numerous;grasses
edible;knobbed;smooth;white;no;crowded;enlarging;?;white;white;white;scattered;grasses
edible;bell;fibrous;gray;no;crowded;enlarging;?;white;white;white;numerous;grasses
poisonous;knobbed;scaly;red;no;close;tapering;?;white;white;white;several;leaves
poisonous;knobbed;scaly;brown;no;close;tapering;?;white;white;white;several;leaves
poisonous;knobbed;scaly;red;no;close;tapering;?;pink;pink;white;several;paths
poisonous;flat;smooth;red;no;close;tapering;?;pink;pink;white;several;paths
poisonous;flat;smooth;red;no;close;tapering;?;white;pink;white;several;woods
poisonous;knobbed;scaly;brown;no;close;tapering;?;pink;white;white;several;woods
poisonous;convex;smooth;red;no;close;tapering;?;pink;white;white;several;paths
edible;knobbed;smooth;gray;no;crowded;enlarging;?;white;white;white;scattered;grasses
poisonous;convex;smooth;red;no;close;tapering;?;white;white;white;several;paths
poisonous;knobbed;scaly;brown;no;close;tapering;?;white;white;white;several;woods
edible;bell;smooth;white;no;crowded;enlarging;?;white;white;white;scattered;grasses
poisonous;flat;scaly;brown;no;close;tapering;?;white;pink;white;several;woods
poisonous;knobbed;scaly;brown;no;close;tapering;?;pink;pink;white;several;paths
poisonous;knobbed;smooth;brown;no;close;tapering;?;pink;pink;white;several;woods
poisonous;knobbed;smooth;red;no;close;tapering;?;pink;pink;white;several;woods
poisonous;knobbed;smooth;brown;no;close;tapering;?;white;white;white;several;woods
poisonous;knobbed;scaly;red;no;close;tapering;?;pink;pink;white;several;woods
edible;convex;fibrous;gray;no;crowded;enlarging;?;white;white;white;scattered;grasses
edible;knobbed;fibrous;white;no;crowded;enlarging;?;white;white;white;numerous;grasses
edible;bell;smooth;brown;no;close;enlarging;?;orange;orange;orange;several;leaves
poisonous;knobbed;scaly;brown;no;close;tapering;?;white;white;white;several;paths
edible;convex;smooth;white;no;crowded;enlarging;?;white;white;white;scattered;grasses
edible;knobbed;fibrous;gray;no;crowded;enlarging;?;white;white;white;scattered;grasses
edible;bell;fibrous;white;no;crowded;enlarging;?;white;white;white;scattered;grasses
poisonous;convex;scaly;red;no;close;enlarging;club;cinnamon;cinnamon;white;clustered;woods
poisonous;convex;smooth;red;no;close;tapering;?;white;white;white;several;leaves
edible;convex;smooth;brown;no;close;enlarging;?;orange;orange;brown;clustered;leaves
poisonous;knobbed;scaly;red;no;close;tapering;?;pink;pink;white;several;leaves
edible;knobbed;smooth;white;no;crowded;enlarging;?;white;white;white;numerous;grasses
poisonous;knobbed;scaly;brown;no;close;tapering;?;pink;white;white;several;leaves
poisonous;knobbed;scaly;brown;no;close;tapering;?;pink;white;white;several;paths
poisonous;knobbed;smooth;brown;no;close;tapering;?;pink;white;white;several;leaves
edible;convex;fibrous;gray;no;crowded;enlarging;?;white;white;white;numerous;grasses
poisonous;knobbed;smooth;red;no;close;tapering;?;white;pink;white;several;paths
edible;convex;smooth;brown;no;close;enlarging;?;orange;orange;orange;several;leaves
poisonous;knobbed;smooth;red;no;close;tapering;?;pink;white;white;several;leaves
poisonous;knobbed;scaly;red;no;close;tapering;?;white;white;white;several;paths
poisonous;knobbed;scaly;brown;no;close;tapering;?;white;pink;white;several;paths
edible;convex;smooth;gray;no;crowded;enlarging;?;white;white;white;numerous;grasses
poisonous;knobbed;scaly;brown;no;close;tapering;?;pink;pink;white;several;woods
edible;bell;fibrous;gray;no;crowded;enlarging;?;white;white;white;scattered;grasses
poisonous;knobbed;smooth;brown;no;close;tapering;?;white;pink;white;several;paths
edible;bell;smooth;brown;no;close;enlarging;?;orange;orange;brown;several;leaves
poisonous;knobbed;scaly;cinnamon;no;close;enlarging;club;cinnamon;cinnamon;white;clustered;woods
poisonous;knobbed;scaly;red;no;close;tapering;?;pink;white;white;several;paths
edible;bell;smooth;brown;no;close;enlarging;?;orange;orange;orange;clustered;leaves
poisonous;knobbed;scaly;brown;no;close;enlarging;club;cinnamon;cinnamon;white;clustered;woods
edible;knobbed;fibrous;gray;no;crowded;enlarging;?;white;white;white;numerous;grasses
edible;convex;scaly;cinnamon;bruises;close;enlarging;bulbous;white;white;white;solitary;paths
edible;knobbed;smooth;gray;no;crowded;enlarging;?;white;white;white;numerous;grasses
poisonous;knobbed;smooth;red;no;close;tapering;?;white;white;white;several;woods
poisonous;bell;scaly;yellow;no;crowded;enlarging;club;yellow;yellow;yellow;clustered;leaves
poisonous;knobbed;scaly;red;no;close;tapering;?;white;pink;white;several;paths
poisonous;knobbed;smooth;brown;no;close;tapering;?;white;white;white;several;paths
edible;flat;smooth;brown;no;close;enlarging;?;orange;orange;brown;clustered;leaves
edible;convex;scaly;pink;bruises;close;enlarging;bulbous;white;white;white;solitary;paths
poisonous;knobbed;scaly;red;no;close;tapering;?;white;pink;white;several;leaves
edible;bell;smooth;white;no;crowded;enlarging;?;white;white;white;numerous;grasses
edible;convex;fibrous;white;no;crowded;enlarging;?;white;white;white;scattered;grasses
poisonous;knobbed;smooth;red;no;close;tapering;?;white;white;white;several;leaves
edible;flat;scaly;brown;bruises;close;enlarging;bulbous;white;white;white;several;paths
poisonous;flat;scaly;red;no;close;enlarging;club;cinnamon;cinnamon;white;clustered;woods
poisonous;knobbed;smooth;brown;no;close;tapering;?;white;white;white;several;leaves
edible;bell;smooth;brown;no;close;enlarging;bulbous;brown;brown;white;solitary;woods
poisonous;knobbed;scaly;red;no;close;tapering;?;pink;white;white;several;woods
edible;convex;smooth;brown;no;close;enlarging;bulbous;brown;brown;white;solitary;woods
edible;bell;smooth;brown;no;close;enlarging;bulbous;brown;brown;white;solitary;paths
poisonous;knobbed;scaly;red;no;close;enlarging;club;cinnamon;cinnamon;white;clustered;woods
edible;knobbed;smooth;brown;no;close;enlarging;?;orange;orange;orange;clustered;leaves
poisonous;knobbed;scaly;red;no;close;tapering;?;white;pink;white;several;woods
edible;convex;smooth;gray;no;crowded;enlarging;?;white;white;white;scattered;grasses
edible;knobbed;smooth;brown;no;close;enlarging;?;orange;orange;orange;several;leaves
edible;convex;smooth;white;no;crowded;enlarging;?;white;white;white;numerous;grasses
edible;flat;smooth;gray;bruises;close;enlarging;bulbous;white;white;white;several;paths
poisonous;knobbed;smooth;red;no;close;tapering;?;white;pink;white;several;woods
edible;knobbed;smooth;brown;no;close;enlarging;?;orange;orange;brown;clustered;leaves
edible;convex;smooth;brown;no;close;enlarging;?;orange;orange;orange;clustered;leaves
edible;flat;smooth;brown;no;close;enlarging;?;orange;orange;orange;several;leaves
poisonous;knobbed;smooth;red;no;close;tapering;?;pink;pink;white;several;leaves
edible;convex;smooth;pink;bruises;close;enlarging;bulbous;white;white;white;solitary;paths
poisonous;convex;scaly;brown;no;close;enlarging;club;cinnamon;cinnamon;white;clustered;woods
poisonous;knobbed;smooth;brown;no;close;tapering;?;pink;white;white;several;woods
edible;flat;smooth;cinnamon;bruises;close;enlarging;bulbous;white;white;white;solitary;paths
edible;flat;smooth;brown;no;close;enlarging;?;orange;orange;brown;several;leaves
poisonous;flat;scaly;brown;no;close;enlarging;club;cinnamon;cinnamon;white;clustered;woods
poisonous;convex;scaly;cinnamon;no;close;enlarging;club;cinnamon;cinnamon;white;clustered;woods
poisonous;knobbed;scaly;red;no;close;tapering;?;pink;white;white;several;leaves
edible;convex;scaly;gray;bruises;close;enlarging;bulbous;white;white;white;several;paths
poisonous;flat;scaly;cinnamon;no;close;enlarging;club;cinnamon;cinnamon;white;clustered;woods
edible;bell;smooth;gray;no;crowded;enlarging;?;white;white;white;scattered;grasses
poisonous;knobbed;smooth;brown;no;close;tapering;?;pink;pink;white;several;leaves
edible;flat;scaly;cinnamon;bruises;close;enlarging;bulbous;white;white;white;solitary;paths
edible;knobbed;scaly;brown;no;close;enlarging;bulbous;brown;brown;white;solitary;woods
edible;flat;smooth;brown;no;close;enlarging;?;orange;orange;orange;clustered;leaves
edible;flat;scaly;brown;no;close;enlarging;bulbous;brown;brown;white;solitary;woods
poisonous;knobbed;scaly;yellow;no;crowded;enlarging;club;yellow;yellow;yellow;clustered;leaves
edible;convex;smooth;gray;bruises;close;enlarging;bulbous;white;white;white;solitary;paths
poisonous;knobbed;smooth;red;no;close;tapering;?;pink;white;white;several;woods
edible;flat;scaly;pink;bruises;close;enlarging;bulbous;white;white;white;solitary;paths
edible;convex;smooth;cinnamon;bruises;close;enlarging;bulbous;white;white;white;solitary;paths
poisonous;flat;scaly;yellow;no;crowded;enlarging;club;yellow;yellow;yellow;clustered;leaves
edible;convex;scaly;pink;bruises;close;enlarging;bulbous;white;white;white;several;paths
edible;flat;smooth;brown;bruises;close;enlarging;bulbous;white;white;white;solitary;paths
poisonous;conical;scaly;yellow;no;crowded;enlarging;club;yellow;yellow;yellow;clustered;leaves
edible;convex;smooth;gray;bruises;close;enlarging;bulbous;white;white;white;several;paths
edible;flat;smooth;pink;bruises;close;enlarging;bulbous;white;white;white;solitary;paths
edible;flat;scaly;brown;bruises;close;enlarging;bulbous;white;white;white;solitary;paths
edible;knobbed;scaly;brown;no;close;enlarging;bulbous;brown;brown;white;solitary;paths
edible;flat;smooth;brown;bruises;close;enlarging;bulbous;white;white;white;several;paths
edible;convex;smooth;brown;no;close;enlarging;bulbous;brown;brown;white;solitary;paths
edible;knobbed;smooth;brown;no;close;enlarging;?;orange;orange;brown;several;leaves
edible;flat;smooth;pink;bruises;close;enlarging;bulbous;white;white;white;several;paths
edible;knobbed;smooth;brown;no;close;enlarging;bulbous;brown;brown;white;solitary;paths
edible;convex;smooth;brown;bruises;close;enlarging;bulbous;white;white;white;several;paths
edible;convex;smooth;brown;bruises;close;enlarging;bulbous;white;white;white;solitary;paths
edible;flat;scaly;cinnamon;bruises;close;enlarging;bulbous;white;white;white;several;paths
edible;flat;scaly;brown;no;close;enlarging;bulbous;brown;brown;white;solitary;paths
edible;flat;smooth;gray;bruises;close;enlarging;bulbous;white;white;white;solitary;paths
edible;convex;smooth;pink;bruises;close;enlarging;bulbous;white;white;white;several;paths
edible;bell;scaly;brown;no;close;enlarging;bulbous;brown;brown;white;solitary;woods
edible;convex;scaly;brown;bruises;close;enlarging;bulbous;white;white;white;several;paths
edible;knobbed;smooth;brown;no;close;enlarging;bulbous;brown;brown;white;solitary;woods
edible;convex;scaly;brown;no;close;enlarging;bulbous;brown;brown;white;solitary;woods
edible;flat;scaly;gray;bruises;close;enlarging;bulbous;white;white;white;several;paths
edible;flat;scaly;pink;bruises;close;enlarging;bulbous;white;white;white;several;paths
edible;flat;smooth;brown;no;close;enlarging;bulbous;brown;brown;white;solitary;paths
edible;flat;scaly;gray;bruises;close;enlarging;bulbous;white;white;white;solitary;paths
edible;convex;scaly;cinnamon;bruises;close;enlarging;bulbous;white;white;white;several;paths
edible;flat;smooth;cinnamon;bruises;close;enlarging;bulbous;white;white;white;several;paths
edible;convex;scaly;brown;bruises;close;enlarging;bulbous;white;white;white;solitary;paths
edible;flat;smooth;brown;no;close;enlarging;bulbous;brown;brown;white;solitary;woods
edible;bell;scaly;brown;no;close;enlarging;bulbous;brown;brown;white;solitary;paths
edible;convex;scaly;brown;no;close;enlarging;bulbous;brown;brown;white;solitary;paths
edible;convex;scaly;gray;bruises;close;enlarging;bulbous;white;white;white;solitary;paths
